"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"004139","Monterosso Grana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"103047","Montescheno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001162","Monteu da Po","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004140","Monteu Roero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"004141","Montezemolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004142","Monticello d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"005121","Montiglio Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"006109","Morano sul Po","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"005079","Moransengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006110","Morbello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004143","Moretta","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",61,"p","dato provvisorio"
"001163","Moriondo Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"006111","Mornese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"004144","Morozzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"006112","Morsasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"002082","Motta de' Conti","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"096037","Mottalciata","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"004145","Murazzano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004146","Murello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"006113","Murisengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"004147","Narzole","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"004148","Neive","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",50,"p","dato provvisorio"
"006119","Orsara Bormida","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"003112","Orta San Giulio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"002090","Palazzolo Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"103052","Pallanzeno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"004161","Perletto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004162","Perlo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001184","Perosa Argentina","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",50,"p","dato provvisorio"
"001185","Perosa Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001186","Perrero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"002091","Pertengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001187","Pertusio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004170","Pocapaglia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"006056","Cella Monte","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"005033","Cellarengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"004060","Celle di Macra","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005034","Celle Enomondo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004061","Centallo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",83,"p","dato provvisorio"
"103021","Ceppo Morelli","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003049","Cerano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",101,"p","dato provvisorio"
"006105","Montecastello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"096038","Muzzano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003103","Nebbiuno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"096039","Netro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"004149","Neviglie","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"003104","Nibbiola","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001164","Nichelino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",618,"p","dato provvisorio"
"004150","Niella Belbo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004151","Niella Tanaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"005080","Nizza Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",157,"p","dato provvisorio"
"001165","Noasca","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001166","Nole","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",93,"p","dato provvisorio"
"001167","Nomaglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001168","None","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",110,"p","dato provvisorio"
"103048","Nonio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001173","Osasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001174","Osasio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"004156","Ostana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006120","Ottiglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001175","Oulx","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",45,"p","dato provvisorio"
"006121","Ovada","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",174,"p","dato provvisorio"
"006122","Oviglio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"001176","Ozegna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"006123","Ozzano Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"006124","Paderna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004157","Paesana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",43,"p","dato provvisorio"
"004158","Pagno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001177","Palazzo Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004159","Pamparato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001178","Pancalieri","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"001179","Parella","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006125","Pareto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"006126","Parodi Ligure","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004160","Paroldo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003114","Paruzzaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"005082","Passerano Marmorito","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006127","Pasturana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"001180","Pavarolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001181","Pavone Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"006128","Pecetto di Valenza","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"001183","Pecetto Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",55,"p","dato provvisorio"
"003115","Pella","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"005083","Penango","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001188","Pessinetto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"003116","Pettenasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"096042","Pettinengo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"004163","Peveragno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",92,"p","dato provvisorio"
"002093","Pezzana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"004164","Pezzolo Valle Uzzone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001189","Pianezza","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",241,"p","dato provvisorio"
"004165","Pianfei","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"004166","Piasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",34,"p","dato provvisorio"
"096043","Piatto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"005084","Piea","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"096044","Piedicavallo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"103053","Piedimulera","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"006129","Pietra Marazzi","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004167","Pietraporzio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103054","Pieve Vergonte","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"002096","Pila","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001190","Pinasca","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"001191","Pinerolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",537,"p","dato provvisorio"
"005085","Pino d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001192","Pino Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",142,"p","dato provvisorio"
"004168","Piobesi d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"001193","Piobesi Torinese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",69,"p","dato provvisorio"
"002097","Piode","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001194","Piossasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",239,"p","dato provvisorio"
"005086","Piovà Massaia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004169","Piozzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003119","Pisano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001195","Piscina","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",60,"p","dato provvisorio"
"001196","Piverone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"003120","Pogno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001197","Poirino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",166,"p","dato provvisorio"
"096046","Pollone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"004171","Polonghera","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001198","Pomaretto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"006131","Pomaro Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"003121","Pombia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"096047","Ponderano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",79,"p","dato provvisorio"
"001199","Pont-Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",58,"p","dato provvisorio"
"004172","Pontechianale","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"006132","Pontecurone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",53,"p","dato provvisorio"
"006133","Pontestura","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"006134","Ponti","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"006135","Ponzano Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006136","Ponzone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"005087","Portacomaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",37,"p","dato provvisorio"
"001200","Porte","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"096048","Portula","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"002102","Postua","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006137","Pozzol Groppo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"006138","Pozzolo Formigaro","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",73,"p","dato provvisorio"
"004173","Pradleves","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001201","Pragelato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001202","Prali","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001203","Pralormo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"096049","Pralungo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"001204","Pramollo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"002104","Prarolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001205","Prarostino","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"006139","Prasco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001206","Prascorsano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001207","Pratiglione","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"003122","Prato Sesia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"096050","Pray","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",37,"p","dato provvisorio"
"004174","Prazzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006140","Predosa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"103055","Premeno","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"103056","Premia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"103057","Premosello-Chiovenda","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"004175","Priero","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"004176","Priocca","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"004177","Priola","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004178","Prunetto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001208","Quagliuzzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"005088","Quaranti","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006141","Quargnento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"103058","Quarna Sopra","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"103059","Quarna Sotto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"002107","Quarona","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",78,"p","dato provvisorio"
"001209","Quassolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"006142","Quattordio","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"001210","Quincinetto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"002108","Quinto Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004179","Racconigi","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",138,"p","dato provvisorio"
"002110","Rassa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103060","Re","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001211","Reano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",34,"p","dato provvisorio"
"003129","Recetto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"005089","Refrancore","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004180","Revello","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",63,"p","dato provvisorio"
"005090","Revigliasco d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001212","Ribordone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006143","Ricaldone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004181","Rifreddo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"002113","Rimella","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001215","Riva presso Chieri","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",52,"p","dato provvisorio"
"004186","Roburent","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001221","Rocca Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"004188","Rocca Cigliè","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005093","Rocca d'Arazzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004189","Rocca de' Baldi","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"006147","Rocca Grimalda","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"004187","Roccabruna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"006146","Roccaforte Ligure","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004190","Roccaforte Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",32,"p","dato provvisorio"
"004191","Roccasparvera","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"005094","Roccaverano","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004192","Roccavione","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",34,"p","dato provvisorio"
"004193","Rocchetta Belbo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096053","Ronco Biellese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",25,"p","dato provvisorio"
"001224","Ronco Canavese","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001225","Rondissone","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"002118","Ronsecco","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"096054","Roppolo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001226","Rorà","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006149","Rosignano Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"002121","Rossa","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004197","Rossana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001228","Rosta","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",67,"p","dato provvisorio"
"002122","Rovasenda","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"096058","Salussola","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"004203","Saluzzo","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",249,"p","dato provvisorio"
"005100","San Marzano Oliveto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2019","2019",14,"p","dato provvisorio"
